skilling-j,"[{'averageChar': 1018.8148148148148}, {'averageWord': 144.9814814814815}, {'averageWordLength': 7.027206539787968}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 108.0}, {'shortWordDensity': 0.37054540809809683}, {'averagePolarityCount': 0.13181435238481448}, {'averageSubjectivityCount': 0.4047784963152938}]"
smith-m,"[{'averageChar': 233.28205128205127}, {'averageWord': 40.92307692307692}, {'averageWordLength': 5.700501253132832}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 468.0}, {'shortWordDensity': 0.4278404344193818}, {'averagePolarityCount': 0.05783286575299103}, {'averageSubjectivityCount': 0.3215091361677956}]"
solberg-g,"[{'averageChar': 186.33333333333334}, {'averageWord': 33.2}, {'averageWordLength': 5.612449799196787}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 120.0}, {'shortWordDensity': 0.464859437751004}, {'averagePolarityCount': 0.05652824374699373}, {'averageSubjectivityCount': 0.2206748887686388}]"
staab-t,"[{'averageChar': 183.98958333333334}, {'averageWord': 33.78125}, {'averageWordLength': 5.44650015417823}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 192.0}, {'shortWordDensity': 0.4662349676225717}, {'averagePolarityCount': 0.07237435830813806}, {'averageSubjectivityCount': 0.3618544586132011}]"
steffes-j,"[{'averageChar': 157.12980420594633}, {'averageWord': 27.87962291515591}, {'averageWordLength': 5.636008947614837}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 2758.0}, {'shortWordDensity': 0.414139312282162}, {'averagePolarityCount': 0.09205863107810179}, {'averageSubjectivityCount': 0.2975404904637728}]"
stepenovitch-j,"[{'averageChar': 172.75}, {'averageWord': 31.61842105263158}, {'averageWordLength': 5.463587182688307}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 152.0}, {'shortWordDensity': 0.47399084477736164}, {'averagePolarityCount': 0.18219904935159864}, {'averageSubjectivityCount': 0.2930197501592788}]"
storey-g,"[{'averageChar': 226.1014492753623}, {'averageWord': 30.369565217391305}, {'averageWordLength': 7.445001193032689}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 276.0}, {'shortWordDensity': 0.33929849677881174}, {'averagePolarityCount': 0.014635245268484861}, {'averageSubjectivityCount': 0.11924032429698657}]"
sturm-f,"[{'averageChar': 206.33742331288343}, {'averageWord': 34.28834355828221}, {'averageWordLength': 6.017713365539453}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 326.0}, {'shortWordDensity': 0.42154231526212205}, {'averagePolarityCount': 0.0630001016995659}, {'averageSubjectivityCount': 0.25130109691070945}]"
swerzbin-m,"[{'averageChar': 219.42465753424656}, {'averageWord': 33.3013698630137}, {'averageWordLength': 6.589058000822707}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 146.0}, {'shortWordDensity': 0.37967914438502676}, {'averagePolarityCount': 0.08924004386285424}, {'averageSubjectivityCount': 0.2105045116150791}]"
taylor-m,"[{'averageChar': 253.09140767824496}, {'averageWord': 43.45155393053017}, {'averageWordLength': 5.824680242342645}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1094.0}, {'shortWordDensity': 0.42014473241332884}, {'averagePolarityCount': 0.07757207673553447}, {'averageSubjectivityCount': 0.30073871099200594}]"
tholt-j,"[{'averageChar': 111.81854838709677}, {'averageWord': 20.137096774193548}, {'averageWordLength': 5.552863436123348}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 496.0}, {'shortWordDensity': 0.45034040849018825}, {'averagePolarityCount': 0.04335095204667857}, {'averageSubjectivityCount': 0.20464243724918416}]"
thomas-p,"[{'averageChar': 302.4846625766871}, {'averageWord': 50.625766871165645}, {'averageWordLength': 5.974915172079496}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 326.0}, {'shortWordDensity': 0.4178380998545807}, {'averagePolarityCount': 0.08825579018550646}, {'averageSubjectivityCount': 0.23296782568074845}]"
tycholiz-b,"[{'averageChar': 204.6271186440678}, {'averageWord': 38.7909604519774}, {'averageWordLength': 5.275123798427032}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 708.0}, {'shortWordDensity': 0.45244683949898046}, {'averagePolarityCount': 0.09792556828074807}, {'averageSubjectivityCount': 0.29009641430228994}]"
ward-k,"[{'averageChar': 216.10339734121123}, {'averageWord': 39.34268833087149}, {'averageWordLength': 5.492847756711094}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1354.0}, {'shortWordDensity': 0.45305049746574055}, {'averagePolarityCount': 0.0807448298043747}, {'averageSubjectivityCount': 0.26063291031129715}]"
watson-k,"[{'averageChar': 150.88156539649844}, {'averageWord': 28.325437693099897}, {'averageWordLength': 5.326716114019779}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1942.0}, {'shortWordDensity': 0.46240546829552065}, {'averagePolarityCount': 0.11280458850744463}, {'averageSubjectivityCount': 0.27336279775661054}]"
weldon-c,"[{'averageChar': 179.53157894736842}, {'averageWord': 29.063157894736843}, {'averageWordLength': 6.177290836653387}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 380.0}, {'shortWordDensity': 0.41470481709525536}, {'averagePolarityCount': 0.04426605396018075}, {'averageSubjectivityCount': 0.22100624035372018}]"
whalley-g,"[{'averageChar': 134.75}, {'averageWord': 25.352941176470587}, {'averageWordLength': 5.314965197215777}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 136.0}, {'shortWordDensity': 0.43213457076566125}, {'averagePolarityCount': 0.026835715346744754}, {'averageSubjectivityCount': 0.2718155380839204}]"
white-s,"[{'averageChar': 159.73033707865167}, {'averageWord': 27.06741573033708}, {'averageWordLength': 5.901203819012038}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 890.0}, {'shortWordDensity': 0.4306351183063512}, {'averagePolarityCount': 0.09616563044662965}, {'averageSubjectivityCount': 0.28327597510613145}]"
whitt-m,"[{'averageChar': 107.1947194719472}, {'averageWord': 19.871287128712872}, {'averageWordLength': 5.394452748712839}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 606.0}, {'shortWordDensity': 0.4515861152632453}, {'averagePolarityCount': 0.0739931311016589}, {'averageSubjectivityCount': 0.23204817037826234}]"
williams-j,"[{'averageChar': 66.11627906976744}, {'averageWord': 12.651162790697674}, {'averageWordLength': 5.226102941176471}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 258.0}, {'shortWordDensity': 0.4522058823529412}, {'averagePolarityCount': 0.033202569087239515}, {'averageSubjectivityCount': 0.12671373991922927}]"
williams-w3,"[{'averageChar': 338.0423892100193}, {'averageWord': 60.57225433526011}, {'averageWordLength': 5.580812418487769}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1038.0}, {'shortWordDensity': 0.44263129433470116}, {'averagePolarityCount': 0.09875592547808842}, {'averageSubjectivityCount': 0.3157607794613405}]"
wolfe-j,"[{'averageChar': 199.10752688172042}, {'averageWord': 34.655913978494624}, {'averageWordLength': 5.74526838349364}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 186.0}, {'shortWordDensity': 0.42072603164753336}, {'averagePolarityCount': 0.09349115838363149}, {'averageSubjectivityCount': 0.3380794849813667}]"
ybarbo-p,"[{'averageChar': 492.65811965811963}, {'averageWord': 55.87179487179487}, {'averageWordLength': 8.817653357809393}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 234.0}, {'shortWordDensity': 0.3648462597521799}, {'averagePolarityCount': 0.1146392046833388}, {'averageSubjectivityCount': 0.2811194854597208}]"
zipper-a,"[{'averageChar': 146.49137931034483}, {'averageWord': 26.278735632183906}, {'averageWordLength': 5.57452159650082}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 696.0}, {'shortWordDensity': 0.4562055768179333}, {'averagePolarityCount': 0.07205469934556208}, {'averageSubjectivityCount': 0.23466271918661427}]"
zufferli-j,"[{'averageChar': 116.33727810650888}, {'averageWord': 21.118343195266274}, {'averageWordLength': 5.508826001681143}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 676.0}, {'shortWordDensity': 0.438918464555898}, {'averagePolarityCount': 0.04849812721000029}, {'averageSubjectivityCount': 0.2170166766607078}]"
